20210104 011900000,1.21575,1.21595,0
20210104 012000000,1.21645,1.21665,0
20210104 012100000,1.21715,1.21735,0
20210104 012200000,1.21785,1.21805,0
20210104 012300000,1.21771,1.21791,0
20210104 012400000,1.21839,1.21859,0
20210104 012500000,1.21906,1.21926,0
20210104 012600000,1.21972,1.21992,0
20210104 012700000,1.22036,1.22056,0
20210104 012800000,1.22015,1.22035,0
20210104 012900000,1.22075,1.22095,0
20210104 013000000,1.22132,1.22152,0
20210104 013100000,1.22187,1.22207,0
20210104 013200000,1.22156,1.22176,0
20210104 013300000,1.22205,1.22225,0
20210104 013400000,1.22251,1.22271,0
20210104 013500000,1.22294,1.22314,0
20210104 013600000,1.22333,1.22353,0
20210104 013700000,1.22285,1.22305,0
20210104 013800000,1.22317,1.22337,0
20210104 013900000,1.22344,1.22364,0
20210104 014000000,1.22368,1.22388,0
20210104 014100000,1.22388,1.22408,0
20210104 014200000,1.22321,1.22341,0
20210104 014300000,1.22332,1.22352,0
20210104 014400000,1.22340,1.22360,0
20210104 014500000,1.22344,1.22364,0
20210104 014600000,1.22261,1.22281,0
20210104 014700000,1.22257,1.22277,0
20210104 014800000,1.22249,1.22269,0
20210104 014900000,1.22238,1.22258,0
20210104 015000000,1.22223,1.22243,0
20210104 015100000,1.22121,1.22141,0
20210104 015200000,1.22100,1.22120,0
20210104 015300000,1.22075,1.22095,0
20210104 015400000,1.22048,1.22068,0
20210104 015500000,1.21935,1.21955,0
20210104 015600000,1.21903,1.21923,0
20210104 015700000,1.21868,1.21888,0
20210104 015800000,1.21832,1.21852,0
20210104 015900000,1.21794,1.21814,0
20210104 020000000,1.21672,1.21692,0
20210104 020100000,1.21631,1.21651,0
20210104 020200000,1.21590,1.21610,0
20210104 020300000,1.21549,1.21569,0
20210104 020400000,1.21507,1.21527,0
20210104 020500000,1.21381,1.21401,0
20210104 020600000,1.21340,1.21360,0
20210104 020700000,1.21299,1.21319,0
20210104 020800000,1.21259,1.21279,0
20210104 020900000,1.21136,1.21156,0
20210104 021000000,1.21098,1.21118,0
20210104 021100000,1.21062,1.21082,0
20210104 021200000,1.21028,1.21048,0
20210104 021300000,1.20995,1.21015,0
20210104 021400000,1.20882,1.20902,0
20210104 021500000,1.20854,1.20874,0
20210104 021600000,1.20829,1.20849,0
20210104 021700000,1.20807,1.20827,0
20210104 021800000,1.20704,1.20724,0
20210104 021900000,1.20687,1.20707,0
20210104 022000000,1.20674,1.20694,0
20210104 022100000,1.20664,1.20684,0
20210104 022200000,1.20657,1.20677,0
20210104 022300000,1.20570,1.20590,0
20210104 022400000,1.20569,1.20589,0
20210104 022500000,1.20572,1.20592,0
20210104 022600000,1.20578,1.20598,0
20210104 022700000,1.20588,1.20608,0
20210104 022800000,1.20517,1.20537,0
20210104 022900000,1.20532,1.20552,0
20210104 023000000,1.20551,1.20571,0
20210104 023100000,1.20572,1.20592,0
20210104 023200000,1.20513,1.20533,0
20210104 023300000,1.20540,1.20560,0
20210104 023400000,1.20569,1.20589,0
20210104 023500000,1.20600,1.20620,0
20210104 023600000,1.20633,1.20653,0
20210104 023700000,1.20585,1.20605,0
20210104 023800000,1.20621,1.20641,0
20210104 023900000,1.20659,1.20679,0
20210104 024000000,1.20698,1.20718,0
20210104 024100000,1.20654,1.20674,0
20210104 024200000,1.20694,1.20714,0
20210104 024300000,1.20734,1.20754,0
20210104 024400000,1.20775,1.20795,0
20210104 024500000,1.20815,1.20835,0
20210104 024600000,1.20771,1.20791,0
20210104 024700000,1.20810,1.20830,0
20210104 024800000,1.20848,1.20868,0
20210104 024900000,1.20884,1.20904,0
20210104 025000000,1.20919,1.20939,0
20210104 025100000,1.20869,1.20889,0
20210104 025200000,1.20900,1.20920,0
20210104 025300000,1.20929,1.20949,0
20210104 025400000,1.20956,1.20976,0
20210104 025500000,1.20897,1.20917,0
20210104 025600000,1.20918,1.20938,0
20210104 025700000,1.20936,1.20956,0
20210104 025800000,1.20952,1.20972,0
20210104 025900000,1.20964,1.20984,0
20210104 030000000,1.20890,1.20910,0
20210104 030100000,1.20895,1.20915,0
20210104 030200000,1.20898,1.20918,0
20210104 030300000,1.20896,1.20916,0
20210104 030400000,1.20808,1.20828,0
20210104 030500000,1.20800,1.20820,0
20210104 030600000,1.20789,1.20809,0
20210104 030700000,1.20774,1.20794,0
20210104 030800000,1.20756,1.20776,0
20210104 030900000,1.20651,1.20671,0
20210104 031000000,1.20626,1.20646,0
20210104 031100000,1.20599,1.20619,0
20210104 031200000,1.20569,1.20589,0
20210104 031300000,1.20535,1.20555,0
20210104 031400000,1.20416,1.20436,0
20210104 031500000,1.20378,1.20398,0
20210104 031600000,1.20338,1.20358,0
20210104 031700000,1.20297,1.20317,0
20210104 031800000,1.20169,1.20189,0
20210104 031900000,1.20124,1.20144,0
20210104 032000000,1.20078,1.20098,0
20210104 032100000,1.20031,1.20051,0
20210104 032200000,1.19984,1.20004,0
20210104 032300000,1.19852,1.19872,0
20210104 032400000,1.19804,1.19824,0
20210104 032500000,1.19756,1.19776,0
20210104 032600000,1.19709,1.19729,0
20210104 032700000,1.19579,1.19599,0
20210104 032800000,1.19533,1.19553,0
20210104 032900000,1.19489,1.19509,0
20210104 033000000,1.19447,1.19467,0
20210104 033100000,1.19406,1.19426,0
20210104 033200000,1.19284,1.19304,0
20210104 033300000,1.19247,1.19267,0
20210104 033400000,1.19213,1.19233,0
20210104 033500000,1.19182,1.19202,0
20210104 033600000,1.19154,1.19174,0
20210104 033700000,1.19046,1.19066,0
20210104 033800000,1.19024,1.19044,0
20210104 033900000,1.19006,1.19026,0
20210104 034000000,1.18991,1.19011,0
20210104 034100000,1.18897,1.18917,0
20210104 034200000,1.18890,1.18910,0
20210104 034300000,1.18887,1.18907,0
20210104 034400000,1.18887,1.18907,0
20210104 034500000,1.18892,1.18912,0
20210104 034600000,1.18817,1.18837,0
20210104 034700000,1.18830,1.18850,0
20210104 034800000,1.18846,1.18866,0
20210104 034900000,1.18866,1.18886,0
20210104 035000000,1.18807,1.18827,0
20210104 035100000,1.18835,1.18855,0
20210104 035200000,1.18866,1.18886,0
20210104 035300000,1.18901,1.18921,0
20210104 035400000,1.18939,1.18959,0
20210104 035500000,1.18896,1.18916,0
20210104 035600000,1.18940,1.18960,0
20210104 035700000,1.18987,1.19007,0
20210104 035800000,1.19036,1.19056,0
20210104 035900000,1.19088,1.19108,0
20210104 040000000,1.19058,1.19078,0
20210104 040100000,1.19113,1.19133,0
20210104 040200000,1.19170,1.19190,0
20210104 040300000,1.19229,1.19249,0
20210104 040400000,1.19204,1.19224,0
20210104 040500000,1.19264,1.19284,0
20210104 040600000,1.19325,1.19345,0
20210104 040700000,1.19386,1.19406,0
20210104 040800000,1.19447,1.19467,0
20210104 040900000,1.19423,1.19443,0
20210104 041000000,1.19483,1.19503,0
20210104 041100000,1.19542,1.19562,0
20210104 041200000,1.19600,1.19620,0
20210104 041300000,1.19573,1.19593,0
20210104 041400000,1.19628,1.19648,0
20210104 041500000,1.19682,1.19702,0
20210104 041600000,1.19733,1.19753,0
20210104 041700000,1.19782,1.19802,0
20210104 041800000,1.19745,1.19765,0
20210104 041900000,1.19790,1.19810,0
20210104 042000000,1.19832,1.19852,0
20210104 042100000,1.19871,1.19891,0
20210104 042200000,1.19907,1.19927,0
20210104 042300000,1.19856,1.19876,0
20210104 042400000,1.19887,1.19907,0
20210104 042500000,1.19914,1.19934,0
20210104 042600000,1.19938,1.19958,0
20210104 042700000,1.19876,1.19896,0
20210104 042800000,1.19894,1.19914,0
20210104 042900000,1.19909,1.19929,0
20210104 043000000,1.19921,1.19941,0
20210104 043100000,1.19930,1.19950,0
20210104 043200000,1.19853,1.19873,0
20210104 043300000,1.19857,1.19877,0
20210104 043400000,1.19859,1.19879,0
20210104 043500000,1.19858,1.19878,0
20210104 043600000,1.19771,1.19791,0
20210104 043700000,1.19766,1.19786,0
20210104 043800000,1.19759,1.19779,0
20210104 043900000,1.19751,1.19771,0
20210104 044000000,1.19741,1.19761,0
20210104 044100000,1.19647,1.19667,0
20210104 044200000,1.19635,1.19655,0
20210104 044300000,1.19623,1.19643,0
20210104 044400000,1.19611,1.19631,0
20210104 044500000,1.19598,1.19618,0
20210104 044600000,1.19502,1.19522,0
20210104 044700000,1.19490,1.19510,0
20210104 044800000,1.19479,1.19499,0
20210104 044900000,1.19469,1.19489,0
20210104 045000000,1.19376,1.19396,0
20210104 045100000,1.19369,1.19389,0
20210104 045200000,1.19363,1.19383,0
20210104 045300000,1.19360,1.19380,0
20210104 045400000,1.19358,1.19378,0
20210104 045500000,1.19276,1.19296,0
20210104 045600000,1.19280,1.19300,0
20210104 045700000,1.19286,1.19306,0
20210104 045800000,1.19296,1.19316,0
20210104 045900000,1.19225,1.19245,0
20210104 050000000,1.19242,1.19262,0
20210104 050100000,1.19262,1.19282,0
20210104 050200000,1.19285,1.19305,0
20210104 050300000,1.19312,1.19332,0
20210104 050400000,1.19260,1.19280,0
20210104 050500000,1.19295,1.19315,0
20210104 050600000,1.19333,1.19353,0
20210104 050700000,1.19376,1.19396,0
20210104 050800000,1.19422,1.19442,0
20210104 050900000,1.19389,1.19409,0
20210104 051000000,1.19443,1.19463,0
20210104 051100000,1.19501,1.19521,0
20210104 051200000,1.19562,1.19582,0
20210104 051300000,1.19543,1.19563,0
20210104 051400000,1.19611,1.19631,0
20210104 051500000,1.19683,1.19703,0
20210104 051600000,1.19757,1.19777,0
20210104 051700000,1.19834,1.19854,0
20210104 051800000,1.19831,1.19851,0
20210104 051900000,1.19913,1.19933,0
20210104 052000000,1.19998,1.20018,0
20210104 052100000,1.20085,1.20105,0
20210104 052200000,1.20089,1.20109,0
20210104 052300000,1.20179,1.20199,0
20210104 052400000,1.20270,1.20290,0
20210104 052500000,1.20362,1.20382,0
20210104 052600000,1.20455,1.20475,0
20210104 052700000,1.20464,1.20484,0
20210104 052800000,1.20557,1.20577,0
20210104 052900000,1.20650,1.20670,0
20210104 053000000,1.20742,1.20762,0
20210104 053100000,1.20834,1.20854,0
20210104 053200000,1.20841,1.20861,0
20210104 053300000,1.20930,1.20950,0
20210104 053400000,1.21018,1.21038,0
20210104 053500000,1.21104,1.21124,0
20210104 053600000,1.21104,1.21124,0
20210104 053700000,1.21186,1.21206,0
20210104 053800000,1.21266,1.21286,0
20210104 053900000,1.21342,1.21362,0
20210104 054000000,1.21416,1.21436,0
20210104 054100000,1.21403,1.21423,0
20210104 054200000,1.21471,1.21491,0
20210104 054300000,1.21536,1.21556,0
20210104 054400000,1.21597,1.21617,0
20210104 054500000,1.21571,1.21591,0
20210104 054600000,1.21625,1.21645,0
20210104 054700000,1.21676,1.21696,0
20210104 054800000,1.21723,1.21743,0
20210104 054900000,1.21767,1.21787,0
20210104 055000000,1.21723,1.21743,0
20210104 055100000,1.21760,1.21780,0
20210104 055200000,1.21793,1.21813,0
20210104 055300000,1.21823,1.21843,0
20210104 055400000,1.21849,1.21869,0
20210104 055500000,1.21789,1.21809,0
20210104 055600000,1.21809,1.21829,0
20210104 055700000,1.21827,1.21847,0
20210104 055800000,1.21842,1.21862,0
20210104 055900000,1.21771,1.21791,0
20210104 060000000,1.21781,1.21801,0
20210104 060100000,1.21789,1.21809,0
20210104 060200000,1.21795,1.21815,0
20210104 060300000,1.21799,1.21819,0
20210104 060400000,1.21719,1.21739,0
20210104 060500000,1.21721,1.21741,0
20210104 060600000,1.21722,1.21742,0
20210104 060700000,1.21722,1.21742,0
20210104 060800000,1.21639,1.21659,0
20210104 060900000,1.21639,1.21659,0
20210104 061000000,1.21639,1.21659,0
20210104 061100000,1.21640,1.21660,0
20210104 061200000,1.21641,1.21661,0
20210104 061300000,1.21560,1.21580,0
20210104 061400000,1.21564,1.21584,0
20210104 061500000,1.21569,1.21589,0
20210104 061600000,1.21575,1.21595,0
20210104 061700000,1.21584,1.21604,0
20210104 061800000,1.21511,1.21531,0
20210104 061900000,1.21524,1.21544,0
20210104 062000000,1.21539,1.21559,0
20210104 062100000,1.21557,1.21577,0
20210104 062200000,1.21495,1.21515,0
20210104 062300000,1.21518,1.21538,0
20210104 062400000,1.21545,1.21565,0
20210104 062500000,1.21574,1.21594,0
20210104 062600000,1.21607,1.21627,0
20210104 062700000,1.21560,1.21580,0
20210104 062800000,1.21599,1.21619,0
20210104 062900000,1.21641,1.21661,0
20210104 063000000,1.21687,1.21707,0
20210104 063100000,1.21652,1.21672,0
20210104 063200000,1.21704,1.21724,0
20210104 063300000,1.21758,1.21778,0
20210104 063400000,1.21816,1.21836,0
20210104 063500000,1.21877,1.21897,0
20210104 063600000,1.21856,1.21876,0
20210104 063700000,1.21922,1.21942,0
20210104 063800000,1.21990,1.22010,0
20210104 063900000,1.22060,1.22080,0
20210104 064000000,1.22132,1.22152,0
20210104 064100000,1.22122,1.22142,0
20210104 064200000,1.22198,1.22218,0
20210104 064300000,1.22274,1.22294,0
20210104 064400000,1.22352,1.22372,0
20210104 064500000,1.22346,1.22366,0
20210104 064600000,1.22425,1.22445,0
20210104 064700000,1.22504,1.22524,0
20210104 064800000,1.22583,1.22603,0
20210104 064900000,1.22662,1.22682,0
20210104 065000000,1.22656,1.22676,0
20210104 065100000,1.22733,1.22753,0
20210104 065200000,1.22809,1.22829,0
20210104 065300000,1.22884,1.22904,0
20210104 065400000,1.22873,1.22893,0
20210104 065500000,1.22944,1.22964,0
20210104 065600000,1.23012,1.23032,0
20210104 065700000,1.23079,1.23099,0
20210104 065800000,1.23142,1.23162,0
20210104 065900000,1.23119,1.23139,0
20210104 070000000,1.23177,1.23197,0
20210104 070100000,1.23231,1.23251,0
20210104 070200000,1.23282,1.23302,0
20210104 070300000,1.23330,1.23350,0
20210104 070400000,1.23290,1.23310,0
20210104 070500000,1.23330,1.23350,0
20210104 070600000,1.23366,1.23386,0
20210104 070700000,1.23398,1.23418,0
20210104 070800000,1.23343,1.23363,0
20210104 070900000,1.23367,1.23387,0
20210104 071000000,1.23387,1.23407,0
20210104 071100000,1.23403,1.23423,0
20210104 071200000,1.23415,1.23435,0
20210104 071300000,1.23339,1.23359,0
20210104 071400000,1.23343,1.23363,0
20210104 071500000,1.23344,1.23364,0
20210104 071600000,1.23340,1.23360,0
20210104 071700000,1.23250,1.23270,0
20210104 071800000,1.23240,1.23260,0
20210104 071900000,1.23227,1.23247,0
20210104 072000000,1.23210,1.23230,0
20210104 072100000,1.23191,1.23211,0
20210104 072200000,1.23086,1.23106,0
20210104 072300000,1.23062,1.23082,0
20210104 072400000,1.23036,1.23056,0
20210104 072500000,1.23007,1.23027,0
20210104 072600000,1.22978,1.22998,0
20210104 072700000,1.22863,1.22883,0
20210104 072800000,1.22831,1.22851,0
20210104 072900000,1.22798,1.22818,0
20210104 073000000,1.22765,1.22785,0
20210104 073100000,1.22647,1.22667,0
20210104 073200000,1.22613,1.22633,0
20210104 073300000,1.22580,1.22600,0
20210104 073400000,1.22547,1.22567,0
20210104 073500000,1.22515,1.22535,0
20210104 073600000,1.22400,1.22420,0
20210104 073700000,1.22370,1.22390,0
20210104 073800000,1.22342,1.22362,0
20210104 073900000,1.22316,1.22336,0
20210104 074000000,1.22208,1.22228,0
20210104 074100000,1.22186,1.22206,0
20210104 074200000,1.22166,1.22186,0
20210104 074300000,1.22148,1.22168,0
20210104 074400000,1.22134,1.22154,0
20210104 074500000,1.22038,1.22058,0
20210104 074600000,1.22029,1.22049,0
20210104 074700000,1.22023,1.22043,0
20210104 074800000,1.22020,1.22040,0
20210104 074900000,1.22020,1.22040,0
20210104 075000000,1.21940,1.21960,0
20210104 075100000,1.21947,1.21967,0
20210104 075200000,1.21956,1.21976,0
20210104 075300000,1.21969,1.21989,0
20210104 075400000,1.21902,1.21922,0
20210104 075500000,1.21920,1.21940,0
20210104 075600000,1.21942,1.21962,0
20210104 075700000,1.21967,1.21987,0
20210104 075800000,1.21994,1.22014,0
20210104 075900000,1.21940,1.21960,0
20210104 080000000,1.21972,1.21992,0
20210104 080100000,1.22007,1.22027,0
20210104 080200000,1.22043,1.22063,0
20210104 080300000,1.21997,1.22017,0
20210104 080400000,1.22037,1.22057,0
20210104 080500000,1.22078,1.22098,0
20210104 080600000,1.22120,1.22140,0
20210104 080700000,1.22162,1.22182,0
20210104 080800000,1.22122,1.22142,0
20210104 080900000,1.22166,1.22186,0
20210104 081000000,1.22209,1.22229,0
20210104 081100000,1.22253,1.22273,0
20210104 081200000,1.22296,1.22316,0
20210104 081300000,1.22254,1.22274,0
20210104 081400000,1.22295,1.22315,0
20210104 081500000,1.22335,1.22355,0
20210104 081600000,1.22374,1.22394,0
20210104 081700000,1.22327,1.22347,0
20210104 081800000,1.22362,1.22382,0
20210104 081900000,1.22394,1.22414,0
20210104 082000000,1.22424,1.22444,0
20210104 082100000,1.22452,1.22472,0
20210104 082200000,1.22393,1.22413,0
20210104 082300000,1.22414,1.22434,0
20210104 082400000,1.22433,1.22453,0
20210104 082500000,1.22448,1.22468,0
20210104 082600000,1.22377,1.22397,0
20210104 082700000,1.22385,1.22405,0
20210104 082800000,1.22390,1.22410,0
20210104 082900000,1.22392,1.22412,0
20210104 083000000,1.22389,1.22409,0
20210104 083100000,1.22300,1.22320,0
20210104 083200000,1.22291,1.22311,0
20210104 083300000,1.22278,1.22298,0
20210104 083400000,1.22261,1.22281,0
20210104 083500000,1.22241,1.22261,0
20210104 083600000,1.22134,1.22154,0
20210104 083700000,1.22108,1.22128,0
20210104 083800000,1.22078,1.22098,0
20210104 083900000,1.22045,1.22065,0
20210104 084000000,1.21926,1.21946,0
20210104 084100000,1.21888,1.21908,0
20210104 084200000,1.21847,1.21867,0
20210104 084300000,1.21805,1.21825,0
20210104 084400000,1.21760,1.21780,0
20210104 084500000,1.21630,1.21650,0
20210104 084600000,1.21582,1.21602,0
20210104 084700000,1.21532,1.21552,0
20210104 084800000,1.21482,1.21502,0
20210104 084900000,1.21347,1.21367,0
20210104 085000000,1.21296,1.21316,0
20210104 085100000,1.21244,1.21264,0
20210104 085200000,1.21193,1.21213,0
20210104 085300000,1.21142,1.21162,0
20210104 085400000,1.21008,1.21028,0
20210104 085500000,1.20959,1.20979,0
20210104 085600000,1.20911,1.20931,0
20210104 085700000,1.20864,1.20884,0
20210104 085800000,1.20819,1.20839,0
20210104 085900000,1.20693,1.20713,0
20210104 090000000,1.20652,1.20672,0
20210104 090100000,1.20614,1.20634,0
20210104 090200000,1.20579,1.20599,0
20210104 090300000,1.20463,1.20483,0
20210104 090400000,1.20433,1.20453,0
20210104 090500000,1.20407,1.20427,0
20210104 090600000,1.20384,1.20404,0
20210104 090700000,1.20364,1.20384,0
20210104 090800000,1.20265,1.20285,0
20210104 090900000,1.20253,1.20273,0
20210104 091000000,1.20244,1.20264,0
20210104 091100000,1.20240,1.20260,0
20210104 091200000,1.20156,1.20176,0
20210104 091300000,1.20159,1.20179,0
20210104 091400000,1.20165,1.20185,0
20210104 091500000,1.20176,1.20196,0
20210104 091600000,1.20190,1.20210,0
20210104 091700000,1.20125,1.20145,0
20210104 091800000,1.20146,1.20166,0
20210104 091900000,1.20171,1.20191,0
20210104 092000000,1.20200,1.20220,0
20210104 092100000,1.20231,1.20251,0
20210104 092200000,1.20182,1.20202,0
20210104 092300000,1.20219,1.20239,0
20210104 092400000,1.20259,1.20279,0
20210104 092500000,1.20301,1.20321,0
20210104 092600000,1.20261,1.20281,0
20210104 092700000,1.20307,1.20327,0
20210104 092800000,1.20355,1.20375,0
20210104 092900000,1.20404,1.20424,0
20210104 093000000,1.20455,1.20475,0
20210104 093100000,1.20422,1.20442,0
20210104 093200000,1.20474,1.20494,0
20210104 093300000,1.20526,1.20546,0
20210104 093400000,1.20578,1.20598,0
20210104 093500000,1.20547,1.20567,0
20210104 093600000,1.20598,1.20618,0
20210104 093700000,1.20649,1.20669,0
20210104 093800000,1.20699,1.20719,0
20210104 093900000,1.20748,1.20768,0
20210104 094000000,1.20712,1.20732,0
20210104 094100000,1.20757,1.20777,0
20210104 094200000,1.20801,1.20821,0
20210104 094300000,1.20843,1.20863,0
20210104 094400000,1.20882,1.20902,0
20210104 094500000,1.20836,1.20856,0
20210104 094600000,1.20870,1.20890,0
20210104 094700000,1.20902,1.20922,0
20210104 094800000,1.20931,1.20951,0
20210104 094900000,1.20874,1.20894,0
20210104 095000000,1.20897,1.20917,0
20210104 095100000,1.20917,1.20937,0
20210104 095200000,1.20934,1.20954,0
20210104 095300000,1.20948,1.20968,0
20210104 095400000,1.20876,1.20896,0
20210104 095500000,1.20884,1.20904,0
20210104 095600000,1.20889,1.20909,0
20210104 095700000,1.20891,1.20911,0
20210104 095800000,1.20806,1.20826,0
20210104 095900000,1.20803,1.20823,0
20210104 100000000,1.20797,1.20817,0
20210104 100100000,1.20788,1.20808,0
20210104 100200000,1.20778,1.20798,0
20210104 100300000,1.20681,1.20701,0
20210104 100400000,1.20667,1.20687,0
20210104 100500000,1.20650,1.20670,0
20210104 100600000,1.20632,1.20652,0
20210104 100700000,1.20613,1.20633,0
20210104 100800000,1.20510,1.20530,0
20210104 100900000,1.20489,1.20509,0
20210104 101000000,1.20467,1.20487,0
20210104 101100000,1.20446,1.20466,0
20210104 101200000,1.20341,1.20361,0
20210104 101300000,1.20320,1.20340,0
20210104 101400000,1.20299,1.20319,0
20210104 101500000,1.20279,1.20299,0
20210104 101600000,1.20261,1.20281,0
20210104 101700000,1.20160,1.20180,0
20210104 101800000,1.20145,1.20165,0
20210104 101900000,1.20131,1.20151,0
20210104 102000000,1.20120,1.20140,0
20210104 102100000,1.20027,1.20047,0
20210104 102200000,1.20021,1.20041,0
20210104 102300000,1.20017,1.20037,0
20210104 102400000,1.20016,1.20036,0
20210104 102500000,1.20019,1.20039,0
20210104 102600000,1.19941,1.19961,0
20210104 102700000,1.19951,1.19971,0
20210104 102800000,1.19964,1.19984,0
20210104 102900000,1.19981,1.20001,0
20210104 103000000,1.20001,1.20021,0
20210104 103100000,1.19942,1.19962,0
20210104 103200000,1.19971,1.19991,0
20210104 103300000,1.20003,1.20023,0
20210104 103400000,1.20040,1.20060,0
20210104 103500000,1.19997,1.20017,0
20210104 103600000,1.20041,1.20061,0
20210104 103700000,1.20089,1.20109,0
20210104 103800000,1.20141,1.20161,0
20210104 103900000,1.20197,1.20217,0
20210104 104000000,1.20173,1.20193,0
20210104 104100000,1.20235,1.20255,0
20210104 104200000,1.20301,1.20321,0
20210104 104300000,1.20371,1.20391,0
20210104 104400000,1.20359,1.20379,0
20210104 104500000,1.20434,1.20454,0
20210104 104600000,1.20511,1.20531,0
20210104 104700000,1.20591,1.20611,0
20210104 104800000,1.20673,1.20693,0
20210104 104900000,1.20673,1.20693,0
20210104 105000000,1.20758,1.20778,0
20210104 105100000,1.20844,1.20864,0
20210104 105200000,1.20931,1.20951,0
20210104 105300000,1.21019,1.21039,0
20210104 105400000,1.21024,1.21044,0
20210104 105500000,1.21113,1.21133,0
20210104 105600000,1.21201,1.21221,0
20210104 105700000,1.21289,1.21309,0
20210104 105800000,1.21293,1.21313,0
20210104 105900000,1.21379,1.21399,0
20210104 110000000,1.21465,1.21485,0
20210104 110100000,1.21549,1.21569,0
20210104 110200000,1.21631,1.21651,0
20210104 110300000,1.21627,1.21647,0
20210104 110400000,1.21706,1.21726,0
20210104 110500000,1.21781,1.21801,0
20210104 110600000,1.21855,1.21875,0
20210104 110700000,1.21841,1.21861,0
20210104 110800000,1.21909,1.21929,0
20210104 110900000,1.21974,1.21994,0
20210104 111000000,1.22035,1.22055,0
20210104 111100000,1.22094,1.22114,0
20210104 111200000,1.22065,1.22085,0
20210104 111300000,1.22117,1.22137,0
20210104 111400000,1.22165,1.22185,0
20210104 111500000,1.22210,1.22230,0
20210104 111600000,1.22252,1.22272,0
20210104 111700000,1.22207,1.22227,0
20210104 111800000,1.22241,1.22261,0
20210104 111900000,1.22273,1.22293,0
20210104 112000000,1.22302,1.22322,0
20210104 112100000,1.22243,1.22263,0
20210104 112200000,1.22266,1.22286,0
20210104 112300000,1.22286,1.22306,0
20210104 112400000,1.22303,1.22323,0
20210104 112500000,1.22317,1.22337,0
20210104 112600000,1.22246,1.22266,0
20210104 112700000,1.22256,1.22276,0
20210104 112800000,1.22265,1.22285,0
20210104 112900000,1.22271,1.22291,0
20210104 113000000,1.22193,1.22213,0
20210104 113100000,1.22197,1.22217,0
20210104 113200000,1.22201,1.22221,0
20210104 113300000,1.22204,1.22224,0
20210104 113400000,1.22206,1.22226,0
20210104 113500000,1.22125,1.22145,0
20210104 113600000,1.22127,1.22147,0
20210104 113700000,1.22130,1.22150,0
20210104 113800000,1.22133,1.22153,0
20210104 113900000,1.22138,1.22158,0
